
1	乌黑	wūhēi	2	语文	
2	活泼	huópō	2	语文	
3	春日	chūnrì	2	语文	
4	轻风	qīngfēng	2	语文	
5	吹拂	chuīfú	2	语文	
6	洒落	sǎluò	2	语文	
7	赶集	gǎnjí	2	语文	
8	聚拢	jùlǒng	2	语文	
9	形成	xíngchéng	2	语文	
10	加入	jiārù	2	语文	
11	春光	chūnguāng	2	语文	
12	湖面	húmiàn	2	语文	
13	偶尔	ǒuěr	2	语文	
14	闲散	xiánsǎn	2	语文	
15	纤细	xiānxì	2	语文	
16	荷花	héhuā	3	语文	
17	清香	qīngxiāng	3	语文	
18	圆盘	yuánpán	3	语文	
19	花瓣	huābàn	3	语文	
20	莲蓬	liánpéng	3	语文	
21	破裂	pòliè	3	语文	
22	姿势	zīshì	3	语文	
23	眼前	yǎnqián	3	语文	
24	本领	běnlǐng	3	语文	
25	仿佛	fǎngfú	3	语文	
26	随风	suífēng	3	语文	
27	飘动	piāodòng	3	语文	
28	舞蹈	wǔdǎo	3	语文	
29	停止	tíngzhǐ	3	语文	
30	国王	guówáng	6	语文	
31	骄傲	jiāoào	6	语文	
32	傲慢	àomàn	6	语文	
33	谦虚	qiānxū	6	语文	
34	懦弱	nuòruò	6	语文	
35	神气	shénqì	6	语文	
36	住嘴	zhùzuǐ	6	语文	
37	相提并论	xiāngtíbìnglùn	6	语文	
38	王朝	wángcháo	6	语文	
39	尘土	chéntǔ	6	语文	
40	惊讶	jīngyà	6	语文	
41	光洁	guāngjié	6	语文	
42	美观	měiguān	6	语文	
43	古代	gǔdài	6	语文	
44	价值	jiàzhí	6	语文	
45	动手	dòngshǒu	6	语文	
46	池塘	chítáng	7	语文	
47	痛快	tòngkuài	7	语文	
48	倒映	dàoyìng	7	语文	
49	欣赏	xīnshǎng	7	语文	
50	匀称	yúnchèn	7	语文	
51	精美	jīngměi	7	语文	
52	别致	biézhì	7	语文	
53	没精打采	méijīngdǎcǎi	7	语文	
54	机灵	jīlíng	7	语文	
55	哎呀	āiyā	7	语文	
56	狮子	shīzǐ	7	语文	
57	机会	jīhuì	7	语文	
58	叹气	tànqì	7	语文	
59	造纸术	zàozhǐshù	10	语文	
60	伟大	wěidà	10	语文	
61	记录	jìlù	10	语文	
62	保存	bǎocún	10	语文	
63	大约	dàyuē	10	语文	
64	吸收	xīshōu	10	语文	
65	经验	jīngyàn	10	语文	
66	原料	yuánliào	10	语文	
67	满足	mǎnzú	10	语文	
68	朝鲜	zhāoxiān	10	语文	
69	半岛	bàndǎo	10	语文	
70	日本	rìběn	10	语文	
71	阿拉伯	ālābó	10	语文	
72	欧洲	ōuzhōu	10	语文	
73	社会	shèhuì	10	语文	
74	赵州桥	zhàozhōuqiáo	11	语文	
75	石匠	shíjiàng	11	语文	
76	设计	shèjì	11	语文	
77	创举	chuàngjǔ	11	语文	
78	冲击	chōngjī	11	语文	
79	节省	jiéshěng	11	语文	
80	不但	bùdàn	11	语文	
81	而且	érqiě	11	语文	
82	各自	gèzì	11	语文	
83	似乎	sìhū	11	语文	
84	体现	tǐxiàn	11	语文	
85	人民	rénmín	11	语文	
86	智慧	zhìhuì	11	语文	
87	才干	cáigàn	11	语文	
88	历史	lìshǐ	11	语文	
89	争奇斗艳	zhēngqídǒuyàn	13	语文	
90	芬芳	fēnfāng	13	语文	
91	迷人	mírén	13	语文	
92	艳丽	yànlì	13	语文	
93	睡莲	shuìlián	13	语文	
94	醒来	xǐnglái	13	语文	
95	万寿菊	wànshòujú	13	语文	
96	欣然	xīnrán	13	语文	
97	苏醒	sūxǐng	13	语文	
98	含笑	hánxiào	13	语文	
99	展示	zhǎnshì	13	语文	
100	昆虫	kūnchóng	13	语文	
101	修建	xiūjiàn	13	语文	
102	组成	zǔchéng	13	语文	
103	蜜蜂	mìfēng	14	语文	
104	辨认	biànrèn	14	语文	
105	能力	nénglì	14	语文	
106	阻力	zǔlì	14	语文	
107	将近	jiāngjìn	14	语文	
108	包括	bāokuò	14	语文	
109	检查	jiǎnchá	14	语文	
110	迷失	míshī	14	语文	
111	准确	zhǔnquè	14	语文	
112	无误	wúwù	14	语文	
113	尽管	jǐnguǎn	14	语文	
114	沿途	yántú	14	语文	
115	陌生	mòshēng	14	语文	
116	确实	quèshí	14	语文	
117	记忆	jìyì	14	语文	
118	本能	běnnéng	14	语文	
119	宇宙	yǔzhòu	16	语文	
120	星空	xīngkōng	16	语文	
121	流淌	liútǎng	16	语文	
122	秘密	mìmì	16	语文	
123	楼梯	lóutī	16	语文	
124	相遇	xiāngyù	16	语文	
125	铃声	língshēng	16	语文	
126	万物	wànwù	16	语文	
127	乘法	chéngfǎ	16	语文	
128	思绪	sīxù	16	语文	
129	形状	xíngzhuàng	17	语文	
130	狐狸	húlí	17	语文	
131	担心	dānxīn	17	语文	
132	丁零	dīnglíng	17	语文	
133	失望	shīwàng	17	语文	
134	背包	bēibāo	17	语文	
135	巧克力	qiǎokèlì	17	语文	
136	香肠	xiāngcháng	17	语文	
137	面包	miànbāo	17	语文	
138	花生	huāshēng	17	语文	
139	牛奶	niúnǎi	17	语文	
140	继续	jìxù	17	语文	
141	饭菜	fàncài	17	语文	
142	排骨	páigǔ	17	语文	
143	抬头	táitóu	17	语文	
144	麻烦	máfán	17	语文	
145	水墨画	shuǐmòhuà	18	语文	
146	垂柳	chuíliǔ	18	语文	
147	钓竿	diàogān	18	语文	
148	扑腾	pūténg	18	语文	
149	扇动	shàndòng	18	语文	
150	戏耍	xìshuǎ	18	语文	
151	拨动	bōdòng	18	语文	
152	浪花	lànghuā	18	语文	
153	葫芦	húlú	18	语文	
154	松树	sōngshù	18	语文	
155	清爽	qīngshuǎng	18	语文	
156	松针	sōngzhēn	18	语文	
157	蘑菇	mógū	18	语文	
158	大师	dàshī	19	语文	
159	表弟	biǎodì	19	语文	
160	胆小	dǎnxiǎo	19	语文	
161	姑父	gūfù	19	语文	
162	理发	lǐfā	19	语文	
163	欢迎	huānyíng	19	语文	
164	仇人	chóurén	19	语文	
165	摆布	bǎibù	19	语文	
166	双倍	shuāngbèi	19	语文	
167	过年	guònián	19	语文	
168	央求	yāngqiú	19	语文	
169	虽然	suīrán	19	语文	
170	天分	tiānfēn	19	语文	
171	电灯泡	diàndēngpào	19	语文	
172	肥皂泡	féizàopào	20	语文	
173	种类	zhǒnglèi	20	语文	
174	其中	qízhōng	20	语文	
175	网球	wǎngqiú	20	语文	
176	透明	tòumíng	20	语文	
177	分裂	fēnliè	20	语文	
178	形式	xíngshì	20	语文	
179	圆满	yuánmǎn	20	语文	
180	轻悠悠	qīngyōuyōu	20	语文	
181	飞越	fēiyuè	20	语文	
182	婴儿	yīngér	20	语文	
183	目送	mùsòng	20	语文	
184	希望	xīwàng	20	语文	
185	奇妙	qímiào	22	语文	
186	呈现	chéngxiàn	22	语文	
187	变幻	biànhuàn	22	语文	
188	群星	qúnxīng	22	语文	
189	奇迹	qíjì	22	语文	
190	诱人	yòurén	22	语文	
191	圆润	yuánrùn	22	语文	
192	感叹	gǎntàn	22	语文	
193	光芒	guāngmáng	22	语文	
194	冰柱	bīngzhù	22	语文	
195	锋利	fēnglì	22	语文	
196	刀剑	dāojiàn	22	语文	
197	普通	pǔtōng	22	语文	
198	模型	móxíng	22	语文	
199	存在	cúnzài	22	语文	
200	海底	hǎidǐ	23	语文	
201	宁静	níngjìng	23	语文	
202	器官	qìguān	23	语文	
203	行进	xíngjìn	23	语文	
204	海参	hǎishēn	23	语文	
205	攻击	gōngjī	23	语文	
206	反推力	fǎntuīlì	23	语文	
207	迅速	xùnsù	23	语文	
208	后退	hòutuì	23	语文	
209	轮船	lúnchuán	23	语文	
210	长途	chángtú	23	语文	
211	石油	shíyóu	23	语文	
212	天然气	tiānránqì	23	语文	
213	火烧云	huǒshāoyún	24	语文	
214	晚饭	wǎnfàn	24	语文	
215	胡子	húzǐ	24	语文	
216	金灿灿	jīncàncàn	24	语文	
217	凶猛	xiōngměng	24	语文	
218	接着	jiēzháo	24	语文	
219	威武	wēiwǔ	24	语文	
220	镇静	zhènjìng	24	语文	
221	性子	xìngzǐ	25	语文	
222	布料	bùliào	25	语文	
223	交货	jiāohuò	25	语文	
224	笑话	xiàohuà	25	语文	
225	大方	dàfāng	25	语文	
226	夸奖	kuājiǎng	25	语文	
227	道理	dàolǐ	25	语文	
228	实在	shízài	25	语文	
229	提前	tíqián	25	语文	
230	服务	fúwù	25	语文	
231	衬衫	chènshān	25	语文	
232	负责	fùzé	25	语文	
233	名声	míngshēng	25	语文	
234	手艺	shǒuyì	25	语文	
235	感动	gǎndòng	25	语文	
236	里屋	lǐwū	27	语文	
237	莫非	mòfēi	27	语文	
238	厉害	lìhài	27	语文	
239	发抖	fādǒu	27	语文	
240	松手	sōngshǒu	27	语文	
241	跟前	gēnqián	27	语文	
242	甘心	gānxīn	27	语文	
